20080321154304_r_377,data\clipped_data\rgb\20080321154304_r_377,67,5
20080321154304_r_382,data\clipped_data\rgb\20080321154304_r_382,19,5
20080321154304_r_393,data\clipped_data\rgb\20080321154304_r_393,38,5
20080321154304_w_004,data\clipped_data\rgb\20080321154304_w_004,59,7
20080321154304_w_006,data\clipped_data\rgb\20080321154304_w_006,25,7
20080321154304_w_007,data\clipped_data\rgb\20080321154304_w_007,14,7
20080321154304_w_010,data\clipped_data\rgb\20080321154304_w_010,38,7
20080321154304_w_012,data\clipped_data\rgb\20080321154304_w_012,18,7
20080321154304_w_018,data\clipped_data\rgb\20080321154304_w_018,14,7
20080321154304_w_022,data\clipped_data\rgb\20080321154304_w_022,19,7
20080321154304_w_032,data\clipped_data\rgb\20080321154304_w_032,23,7
20080321154304_w_036,data\clipped_data\rgb\20080321154304_w_036,22,7
20080321154304_w_039,data\clipped_data\rgb\20080321154304_w_039,17,7
20080321154304_w_041,data\clipped_data\rgb\20080321154304_w_041,39,7
20080321154304_w_043,data\clipped_data\rgb\20080321154304_w_043,52,7
20080321154304_w_062,data\clipped_data\rgb\20080321154304_w_062,55,7
20080321154304_w_074,data\clipped_data\rgb\20080321154304_w_074,23,7
20080321154304_w_086,data\clipped_data\rgb\20080321154304_w_086,44,7
20080321154304_w_099,data\clipped_data\rgb\20080321154304_w_099,25,7
20080321154304_w_111,data\clipped_data\rgb\20080321154304_w_111,27,7
20080321154304_w_133,data\clipped_data\rgb\20080321154304_w_133,68,7
20080321154304_w_138,data\clipped_data\rgb\20080321154304_w_138,29,7
20080321154304_w_143,data\clipped_data\rgb\20080321154304_w_143,47,7
20080321154304_w_150,data\clipped_data\rgb\20080321154304_w_150,22,7
20080321154304_w_209,data\clipped_data\rgb\20080321154304_w_209,31,7
20080321154304_w_254,data\clipped_data\rgb\20080321154304_w_254,20,7
20080321154304_w_269,data\clipped_data\rgb\20080321154304_w_269,23,7
20080321154304_w_279,data\clipped_data\rgb\20080321154304_w_279,16,7
20080321154304_w_299,data\clipped_data\rgb\20080321154304_w_299,17,7
20080321154304_w_305,data\clipped_data\rgb\20080321154304_w_305,18,7
20080321154304_w_313,data\clipped_data\rgb\20080321154304_w_313,18,7
20080321154304_w_381,data\clipped_data\rgb\20080321154304_w_381,33,7
20080321154304_w_383,data\clipped_data\rgb\20080321154304_w_383,25,7
20080321154304_w_392,data\clipped_data\rgb\20080321154304_w_392,31,7
20080322161942_d_006,data\clipped_data\rgb\20080322161942_d_006,31,0
20080322161942_d_054,data\clipped_data\rgb\20080322161942_d_054,29,0
20080322161942_d_055,data\clipped_data\rgb\20080322161942_d_055,18,0
20080322161942_e_014,data\clipped_data\rgb\20080322161942_e_014,31,1
20080322161942_e_056,data\clipped_data\rgb\20080322161942_e_056,33,1
20080322161942_e_076,data\clipped_data\rgb\20080322161942_e_076,44,1
20080322161942_e_131,data\clipped_data\rgb\20080322161942_e_131,27,1
20080322161942_e_153,data\clipped_data\rgb\20080322161942_e_153,77,1
20080322161942_gb_066,data\clipped_data\rgb\20080322161942_gb_066,32,2
20080322161942_g_027,data\clipped_data\rgb\20080322161942_g_027,83,2
20080322161942_g_061,data\clipped_data\rgb\20080322161942_g_061,28,2
20080322161942_g_062,data\clipped_data\rgb\20080322161942_g_062,39,2
20080322161942_g_063,data\clipped_data\rgb\20080322161942_g_063,40,2
20080322161942_g_064,data\clipped_data\rgb\20080322161942_g_064,44,2
20080322161942_g_065,data\clipped_data\rgb\20080322161942_g_065,47,2
20080322161942_g_067,data\clipped_data\rgb\20080322161942_g_067,19,2
20080322161942_g_087,data\clipped_data\rgb\20080322161942_g_087,57,2
20080322161942_g_088,data\clipped_data\rgb\20080322161942_g_088,38,2
20080322161942_g_089,data\clipped_data\rgb\20080322161942_g_089,60,2
20080322161942_g_090,data\clipped_data\rgb\20080322161942_g_090,51,2
20080322161942_g_091,data\clipped_data\rgb\20080322161942_g_091,27,2
20080322161942_g_092,data\clipped_data\rgb\20080322161942_g_092,39,2
20080322161942_g_093,data\clipped_data\rgb\20080322161942_g_093,40,2
20080322161942_g_094,data\clipped_data\rgb\20080322161942_g_094,33,2
20080322161942_g_110,data\clipped_data\rgb\20080322161942_g_110,49,2
20080322161942_g_111,data\clipped_data\rgb\20080322161942_g_111,27,2
20080322161942_g_112,data\clipped_data\rgb\20080322161942_g_112,75,2
20080322161942_g_113,data\clipped_data\rgb\20080322161942_g_113,39,2
20080322161942_g_114,data\clipped_data\rgb\20080322161942_g_114,49,2
20080322161942_g_115,data\clipped_data\rgb\20080322161942_g_115,39,2
20080322161942_g_116,data\clipped_data\rgb\20080322161942_g_116,38,2
20080322161942_g_117,data\clipped_data\rgb\20080322161942_g_117,34,2
20080322161942_g_118,data\clipped_data\rgb\20080322161942_g_118,34,2
20080322161942_g_119,data\clipped_data\rgb\20080322161942_g_119,41,2
20080322161942_g_120,data\clipped_data\rgb\20080322161942_g_120,29,2
20080322161942_g_121,data\clipped_data\rgb\20080322161942_g_121,31,2
20080322161942_g_122,data\clipped_data\rgb\20080322161942_g_122,40,2
20080322161942_g_125,data\clipped_data\rgb\20080322161942_g_125,49,2
20080322161942_g_126,data\clipped_data\rgb\20080322161942_g_126,23,2
20080322161942_g_127,data\clipped_data\rgb\20080322161942_g_127,24,2
20080322161942_g_128,data\clipped_data\rgb\20080322161942_g_128,23,2
20080322161942_g_129,data\clipped_data\rgb\20080322161942_g_129,22,2
20080322161942_g_147,data\clipped_data\rgb\20080322161942_g_147,34,2
20080322161942_g_148,data\clipped_data\rgb\20080322161942_g_148,29,2
20080322161942_g_149,data\clipped_data\rgb\20080322161942_g_149,26,2
20080322161942_g_150,data\clipped_data\rgb\20080322161942_g_150,38,2
20080322161942_g_158,data\clipped_data\rgb\20080322161942_g_158,37,2
20080322161942_g_159,data\clipped_data\rgb\20080322161942_g_159,34,2
20080322161942_g_160,data\clipped_data\rgb\20080322161942_g_160,27,2
20080322161942_ha_138,data\clipped_data\rgb\20080322161942_ha_138,44,3
20080322161942_ha_139,data\clipped_data\rgb\20080322161942_ha_139,38,3
20080322161942_he_044,data\clipped_data\rgb\20080322161942_he_044,22,4
20080322161942_he_045,data\clipped_data\rgb\20080322161942_he_045,21,4
20080322161942_he_046,data\clipped_data\rgb\20080322161942_he_046,31,4
20080322161942_he_048,data\clipped_data\rgb\20080322161942_he_048,31,4
20080322161942_he_154,data\clipped_data\rgb\20080322161942_he_154,44,4
20080322161942_he_155,data\clipped_data\rgb\20080322161942_he_155,35,4
20080322161942_he_156,data\clipped_data\rgb\20080322161942_he_156,35,4
20080322161942_he_157,data\clipped_data\rgb\20080322161942_he_157,20,4
20080322161942_he_161,data\clipped_data\rgb\20080322161942_he_161,44,4
20080322161942_r_011,data\clipped_data\rgb\20080322161942_r_011,48,5
20080322161942_r_023,data\clipped_data\rgb\20080322161942_r_023,39,5
20080322161942_r_024,data\clipped_data\rgb\20080322161942_r_024,54,5
20080322161942_r_028,data\clipped_data\rgb\20080322161942_r_028,31,5
20080322161942_r_030,data\clipped_data\rgb\20080322161942_r_030,31,5
20080322161942_r_031,data\clipped_data\rgb\20080322161942_r_031,61,5
20080322161942_r_036,data\clipped_data\rgb\20080322161942_r_036,49,5
20080322161942_r_041,data\clipped_data\rgb\20080322161942_r_041,61,5
20080322161942_r_047,data\clipped_data\rgb\20080322161942_r_047,41,5
20080322161942_r_050,data\clipped_data\rgb\20080322161942_r_050,78,5
20080322161942_r_060,data\clipped_data\rgb\20080322161942_r_060,45,5
20080322161942_r_071,data\clipped_data\rgb\20080322161942_r_071,90,5
20080322161942_r_073,data\clipped_data\rgb\20080322161942_r_073,38,5
20080322161942_r_079,data\clipped_data\rgb\20080322161942_r_079,77,5
20080322161942_r_085,data\clipped_data\rgb\20080322161942_r_085,64,5
20080322161942_r_096,data\clipped_data\rgb\20080322161942_r_096,24,5
20080322161942_r_097,data\clipped_data\rgb\20080322161942_r_097,35,5
20080322161942_r_098,data\clipped_data\rgb\20080322161942_r_098,52,5
20080322161942_r_099,data\clipped_data\rgb\20080322161942_r_099,53,5
20080322161942_r_103,data\clipped_data\rgb\20080322161942_r_103,21,5
20080322161942_r_104,data\clipped_data\rgb\20080322161942_r_104,25,5
20080322161942_r_108,data\clipped_data\rgb\20080322161942_r_108,46,5
20080322161942_r_133,data\clipped_data\rgb\20080322161942_r_133,23,5
20080322161942_r_135,data\clipped_data\rgb\20080322161942_r_135,22,5
20080322161942_r_136,data\clipped_data\rgb\20080322161942_r_136,40,5
20080322161942_r_141,data\clipped_data\rgb\20080322161942_r_141,30,5
20080322161942_r_142,data\clipped_data\rgb\20080322161942_r_142,70,5
20080322161942_r_143,data\clipped_data\rgb\20080322161942_r_143,23,5
20080322161942_w_003,data\clipped_data\rgb\20080322161942_w_003,15,7
20080322161942_w_004,data\clipped_data\rgb\20080322161942_w_004,34,7
20080322161942_w_005,data\clipped_data\rgb\20080322161942_w_005,42,7
20080322161942_w_010,data\clipped_data\rgb\20080322161942_w_010,23,7
20080322161942_w_012,data\clipped_data\rgb\20080322161942_w_012,16,7
20080322161942_w_013,data\clipped_data\rgb\20080322161942_w_013,28,7
20080322161942_w_019,data\clipped_data\rgb\20080322161942_w_019,31,7
20080322161942_w_022,data\clipped_data\rgb\20080322161942_w_022,49,7
20080322161942_w_026,data\clipped_data\rgb\20080322161942_w_026,30,7
20080322161942_w_032,data\clipped_data\rgb\20080322161942_w_032,23,7
20080322161942_w_034,data\clipped_data\rgb\20080322161942_w_034,10,7
20080322161942_w_037,data\clipped_data\rgb\20080322161942_w_037,31,7
20080322161942_w_043,data\clipped_data\rgb\20080322161942_w_043,11,7
20080322161942_w_051,data\clipped_data\rgb\20080322161942_w_051,21,7
20080322161942_w_058,data\clipped_data\rgb\20080322161942_w_058,29,7
20080322161942_w_059,data\clipped_data\rgb\20080322161942_w_059,21,7
20080322161942_w_069,data\clipped_data\rgb\20080322161942_w_069,19,7
20080322161942_w_072,data\clipped_data\rgb\20080322161942_w_072,18,7
20080322161942_w_078,data\clipped_data\rgb\20080322161942_w_078,29,7
20080322161942_w_102,data\clipped_data\rgb\20080322161942_w_102,25,7
20080322161942_w_105,data\clipped_data\rgb\20080322161942_w_105,21,7
20080322161942_w_106,data\clipped_data\rgb\20080322161942_w_106,14,7
20080322161942_w_109,data\clipped_data\rgb\20080322161942_w_109,13,7
20080322161942_w_130,data\clipped_data\rgb\20080322161942_w_130,15,7
20080322161942_w_132,data\clipped_data\rgb\20080322161942_w_132,8,7
20080322161942_w_145,data\clipped_data\rgb\20080322161942_w_145,20,7
20080322161942_w_162,data\clipped_data\rgb\20080322161942_w_162,28,7
20080324124437A_gb_055,data\clipped_data\rgb\20080324124437A_gb_055,61,2
20080324124437A_g_013,data\clipped_data\rgb\20080324124437A_g_013,25,2
20080324124437A_g_014,data\clipped_data\rgb\20080324124437A_g_014,36,2
20080324124437A_g_015,data\clipped_data\rgb\20080324124437A_g_015,25,2
20080324124437A_g_016,data\clipped_data\rgb\20080324124437A_g_016,43,2
20080324124437A_g_017,data\clipped_data\rgb\20080324124437A_g_017,47,2
20080324124437A_g_018,data\clipped_data\rgb\20080324124437A_g_018,46,2
20080324124437A_g_019,data\clipped_data\rgb\20080324124437A_g_019,48,2
20080324124437A_g_020,data\clipped_data\rgb\20080324124437A_g_020,57,2
20080324124437A_g_021,data\clipped_data\rgb\20080324124437A_g_021,47,2
20080324124437A_g_022,data\clipped_data\rgb\20080324124437A_g_022,77,2
20080324124437A_g_023,data\clipped_data\rgb\20080324124437A_g_023,21,2
20080324124437A_g_024,data\clipped_data\rgb\20080324124437A_g_024,33,2
20080324124437A_g_025,data\clipped_data\rgb\20080324124437A_g_025,53,2
20080324124437A_g_026,data\clipped_data\rgb\20080324124437A_g_026,32,2
20080324124437A_g_027,data\clipped_data\rgb\20080324124437A_g_027,28,2
20080324124437A_g_028,data\clipped_data\rgb\20080324124437A_g_028,15,2
20080324124437A_g_029,data\clipped_data\rgb\20080324124437A_g_029,27,2
20080324124437A_g_049,data\clipped_data\rgb\20080324124437A_g_049,19,2
20080324124437A_g_056,data\clipped_data\rgb\20080324124437A_g_056,31,2
20080324124437A_g_057,data\clipped_data\rgb\20080324124437A_g_057,67,2
20080324124437A_g_058,data\clipped_data\rgb\20080324124437A_g_058,62,2
20080324124437A_g_067,data\clipped_data\rgb\20080324124437A_g_067,48,2
20080324124437A_ha_032,data\clipped_data\rgb\20080324124437A_ha_032,35,3
20080324124437A_ha_034,data\clipped_data\rgb\20080324124437A_ha_034,28,3
20080324124437A_ha_035,data\clipped_data\rgb\20080324124437A_ha_035,12,3
20080324124437A_ha_036,data\clipped_data\rgb\20080324124437A_ha_036,19,3
20080324124437A_ha_039,data\clipped_data\rgb\20080324124437A_ha_039,25,3
20080324124437A_ha_041,data\clipped_data\rgb\20080324124437A_ha_041,35,3
20080324124437A_ha_042,data\clipped_data\rgb\20080324124437A_ha_042,20,3
20080324124437A_ha_043,data\clipped_data\rgb\20080324124437A_ha_043,39,3
20080324124437A_ha_044,data\clipped_data\rgb\20080324124437A_ha_044,31,3
20080324124437A_ha_050,data\clipped_data\rgb\20080324124437A_ha_050,24,3
20080324124437A_ha_051,data\clipped_data\rgb\20080324124437A_ha_051,20,3
20080324124437A_ha_054,data\clipped_data\rgb\20080324124437A_ha_054,32,3
20080324124437A_he_063,data\clipped_data\rgb\20080324124437A_he_063,31,4
20080324124437A_he_064,data\clipped_data\rgb\20080324124437A_he_064,25,4
20080324124437A_he_065,data\clipped_data\rgb\20080324124437A_he_065,7,4
20080324124437A_he_069,data\clipped_data\rgb\20080324124437A_he_069,28,4
20080324124437A_he_074,data\clipped_data\rgb\20080324124437A_he_074,42,4
20080324124437A_he_075,data\clipped_data\rgb\20080324124437A_he_075,60,4
20080324124437A_he_076,data\clipped_data\rgb\20080324124437A_he_076,34,4
20080324124437A_he_090,data\clipped_data\rgb\20080324124437A_he_090,22,4
20080324124437A_he_092,data\clipped_data\rgb\20080324124437A_he_092,49,4
20080324124437A_he_095,data\clipped_data\rgb\20080324124437A_he_095,16,4
20080324124437A_he_112,data\clipped_data\rgb\20080324124437A_he_112,52,4
20080324124437A_he_119,data\clipped_data\rgb\20080324124437A_he_119,102,4
20080324124437A_he_120,data\clipped_data\rgb\20080324124437A_he_120,13,4
20080324124437A_he_121,data\clipped_data\rgb\20080324124437A_he_121,14,4
20080324124437A_he_126,data\clipped_data\rgb\20080324124437A_he_126,23,4
20080324124437A_he_146,data\clipped_data\rgb\20080324124437A_he_146,26,4
20080324124437A_he_166,data\clipped_data\rgb\20080324124437A_he_166,74,4
20080324124437A_he_167,data\clipped_data\rgb\20080324124437A_he_167,49,4
20080324124437A_he_168,data\clipped_data\rgb\20080324124437A_he_168,61,4
20080324124437A_he_169,data\clipped_data\rgb\20080324124437A_he_169,42,4
20080324124437A_he_170,data\clipped_data\rgb\20080324124437A_he_170,22,4
20080324124437A_he_172,data\clipped_data\rgb\20080324124437A_he_172,36,4
20080324124437A_he_173,data\clipped_data\rgb\20080324124437A_he_173,23,4
20080324124437A_he_197,data\clipped_data\rgb\20080324124437A_he_197,55,4
20080324124437A_he_203,data\clipped_data\rgb\20080324124437A_he_203,33,4
20080324124437A_he_205,data\clipped_data\rgb\20080324124437A_he_205,43,4
20080324124437A_r_030,data\clipped_data\rgb\20080324124437A_r_030,28,5
20080324124437A_r_048,data\clipped_data\rgb\20080324124437A_r_048,14,5
20080324124437A_r_060,data\clipped_data\rgb\20080324124437A_r_060,26,5
20080324124437A_r_070,data\clipped_data\rgb\20080324124437A_r_070,18,5
20080324124437A_r_082,data\clipped_data\rgb\20080324124437A_r_082,87,5
20080324124437A_r_107,data\clipped_data\rgb\20080324124437A_r_107,42,5
20080324124437A_r_110,data\clipped_data\rgb\20080324124437A_r_110,16,5
20080324124437A_r_115,data\clipped_data\rgb\20080324124437A_r_115,19,5
20080324124437A_r_117,data\clipped_data\rgb\20080324124437A_r_117,52,5
20080324124437A_r_118,data\clipped_data\rgb\20080324124437A_r_118,86,5
20080324124437A_r_124,data\clipped_data\rgb\20080324124437A_r_124,37,5
20080324124437A_r_129,data\clipped_data\rgb\20080324124437A_r_129,23,5
20080324124437A_r_130,data\clipped_data\rgb\20080324124437A_r_130,26,5
20080324124437A_r_152,data\clipped_data\rgb\20080324124437A_r_152,29,5
20080324124437A_r_157,data\clipped_data\rgb\20080324124437A_r_157,13,5
20080324124437A_r_163,data\clipped_data\rgb\20080324124437A_r_163,22,5
20080324124437A_r_176,data\clipped_data\rgb\20080324124437A_r_176,15,5
20080324124437A_r_178,data\clipped_data\rgb\20080324124437A_r_178,34,5
20080324124437A_r_199,data\clipped_data\rgb\20080324124437A_r_199,28,5
20080324124437A_w_001,data\clipped_data\rgb\20080324124437A_w_001,22,7
20080324124437A_w_003,data\clipped_data\rgb\20080324124437A_w_003,17,7
20080324124437A_w_008,data\clipped_data\rgb\20080324124437A_w_008,17,7
20080324124437A_w_059,data\clipped_data\rgb\20080324124437A_w_059,10,7
20080324124437A_w_062,data\clipped_data\rgb\20080324124437A_w_062,12,7
20080324124437A_w_071,data\clipped_data\rgb\20080324124437A_w_071,21,7
20080324124437A_w_077,data\clipped_data\rgb\20080324124437A_w_077,20,7
20080324124437A_w_078,data\clipped_data\rgb\20080324124437A_w_078,16,7
20080324124437A_w_080,data\clipped_data\rgb\20080324124437A_w_080,16,7
20080324124437A_w_083,data\clipped_data\rgb\20080324124437A_w_083,11,7
20080324124437A_w_091,data\clipped_data\rgb\20080324124437A_w_091,16,7
20080324124437A_w_096,data\clipped_data\rgb\20080324124437A_w_096,37,7
20080324124437A_w_098,data\clipped_data\rgb\20080324124437A_w_098,38,7
20080324124437A_w_103,data\clipped_data\rgb\20080324124437A_w_103,32,7
20080324124437A_w_105,data\clipped_data\rgb\20080324124437A_w_105,7,7
20080324124437A_w_106,data\clipped_data\rgb\20080324124437A_w_106,17,7
20080324124437A_w_125,data\clipped_data\rgb\20080324124437A_w_125,16,7
20080324124437A_w_127,data\clipped_data\rgb\20080324124437A_w_127,19,7
20080324124437A_w_128,data\clipped_data\rgb\20080324124437A_w_128,44,7
20080324124437A_w_136,data\clipped_data\rgb\20080324124437A_w_136,15,7
20080324124437A_w_139,data\clipped_data\rgb\20080324124437A_w_139,19,7
20080324124437A_w_142,data\clipped_data\rgb\20080324124437A_w_142,21,7
20080324124437A_w_144,data\clipped_data\rgb\20080324124437A_w_144,13,7
20080324124437A_w_147,data\clipped_data\rgb\20080324124437A_w_147,7,7
20080324124437A_w_148,data\clipped_data\rgb\20080324124437A_w_148,12,7
20080324124437A_w_149,data\clipped_data\rgb\20080324124437A_w_149,15,7
20080324124437A_w_154,data\clipped_data\rgb\20080324124437A_w_154,14,7
20080324124437A_w_159,data\clipped_data\rgb\20080324124437A_w_159,18,7
20080324124437A_w_161,data\clipped_data\rgb\20080324124437A_w_161,11,7
20080324124437A_w_165,data\clipped_data\rgb\20080324124437A_w_165,10,7
20080324124437A_w_179,data\clipped_data\rgb\20080324124437A_w_179,30,7
20080324124437A_w_181,data\clipped_data\rgb\20080324124437A_w_181,21,7
20080324124437A_w_184,data\clipped_data\rgb\20080324124437A_w_184,56,7
20080324124437A_w_185,data\clipped_data\rgb\20080324124437A_w_185,22,7
20080324124437A_w_186,data\clipped_data\rgb\20080324124437A_w_186,10,7
20080324124437A_w_187,data\clipped_data\rgb\20080324124437A_w_187,17,7
20080324124437A_w_191,data\clipped_data\rgb\20080324124437A_w_191,38,7
