,r1,r2,r3,r4,r5,r6,r7,r8,f1,f2,f3,f4,f5,f6,f7,f8,label
44,4.101463,5.4522834,1.3964552,-1.6546705,-1.1541059,4.5030513,-2.049181,-4.0423403,5.1296434,5.2913394,-0.92834574,-1.6388807,-2.639516,5.0571074,-4.6374507,-5.4195666,0
45,2.566747,7.510815,0.94599354,-2.776961,-1.8523573,6.9355326,-3.6719992,-5.389949,5.103525,5.6088343,-1.3452599,-0.95754325,-2.04964,3.5147066,-4.936805,-5.2157035,0
46,3.2091537,6.171997,0.8028638,-2.8620336,-2.030099,7.5258718,-4.4733615,-5.7654014,5.475084,6.6812797,-2.7951856,-0.44515148,-2.0419834,1.2258253,-3.7677748,-3.3424795,0
47,2.548007,7.742501,1.4883064,-3.3120792,-0.9385003,5.097769,-2.0303428,-4.322821,4.577167,6.864253,-2.2358973,1.1900433,-2.3453622,1.2463334,-3.8344035,-4.005259,0
48,3.8083534,5.667753,0.807503,-3.7100039,-2.168324,7.360143,-3.43015,-4.473946,4.5646753,6.575255,-2.2773042,-0.9007491,-2.3679965,3.995026,-4.669343,-4.2171474,0
49,4.026938,5.83339,1.3774227,-2.7541857,-0.73730165,4.1679077,-2.0114613,-3.5109825,4.4629426,5.265341,-0.8370002,-0.7990031,-2.205033,2.8790312,-3.587867,-4.633787,0
50,2.460119,4.1954966,2.0923967,-2.5635073,-0.79263794,4.0610166,-1.924119,-3.353859,4.5023203,6.604962,-2.1235478,-1.051993,-2.3210511,4.920936,-4.56158,-5.0865297,0
51,5.0227413,6.241012,0.83329254,-2.715984,-1.287066,5.135346,-1.7679956,-3.5354464,4.9804068,7.7612457,-1.1314313,-1.7473903,-1.865359,2.0626845,-3.4805303,-4.658604,0
52,4.445095,5.730188,0.5975378,-2.0500844,-1.5464894,5.282563,-2.263324,-3.5487144,4.9616575,6.0664907,-1.3326305,-1.4420369,-1.607323,3.0728185,-4.1637845,-4.5448174,0
53,5.8458176,5.9651012,0.27409384,-2.7099185,-1.5880889,5.307223,-2.3418484,-3.587221,4.055768,5.618278,-0.8192891,-1.02101,-2.0580506,3.0575626,-3.5163198,-3.8170204,0
54,6.4984117,5.738286,-0.275251,-2.6822116,-2.2957306,6.6497283,-3.1180022,-3.4260538,5.4041142,6.331967,-2.693316,-0.49504638,-3.119538,7.471702,-6.9531164,-6.6003942,0
55,4.483754,5.4767456,0.92503905,-3.139697,-1.8499615,6.2003603,-2.9949968,-3.9578135,5.5181885,7.4128184,-2.700659,-0.7810966,-4.664393,8.267591,-6.825709,-4.889466,0
56,3.3188543,4.7935095,0.27549973,-3.6586516,-1.7307252,5.836123,-2.9869,-2.8370736,3.8518436,5.299791,-0.58410555,-1.5810376,-3.0273652,8.119443,-5.983889,-6.791633,0
57,5.917561,5.307531,-0.20895731,-2.3201053,-1.9363776,4.5122185,-2.1391535,-3.3255956,2.6785853,6.2169256,-1.6421516,-1.1202973,-3.8736615,7.505509,-5.327437,-4.9136214,0
58,8.275867,5.799739,-1.8986107,-2.7479007,-3.5087037,6.007228,-3.8934038,-3.8940592,3.0481436,5.294506,-0.13917558,-0.95835423,-2.8434148,6.131442,-3.9452782,-6.6973453,0
59,10.964851,4.6411185,-1.9664191,-0.19534326,-3.8668103,5.5268707,-4.0336137,-3.7415848,4.357628,5.4357057,-2.063665,-0.92732024,-3.885494,6.8472657,-4.825267,-4.1852384,0
60,2.8039813,7.0483623,1.53481,-1.5116334,-0.9672506,4.1421146,-0.9469472,-4.09046,6.8582125,8.286667,-1.4924842,-1.1464368,-1.9652116,2.5107346,-6.1019826,-5.6689963,0
61,2.5581758,5.953803,2.5881982,-1.2708421,-1.0855542,4.2768016,-1.0410339,-4.2775164,4.382744,4.3205986,0.82420427,-1.3934526,-1.4485414,2.9501655,-4.575016,-4.896428,0
62,2.545623,5.7624054,1.9868973,-1.5583566,-0.8591322,3.9754083,-1.3232049,-4.3001323,5.537736,5.660169,-0.4306656,-0.35177085,-2.362296,1.8185185,-3.5911362,-5.43691,0
63,1.1143873,5.941669,2.0028908,-1.6703941,-0.9138427,3.5688949,-1.6836747,-4.113672,3.2959218,2.7575138,1.6717211,-1.4200969,-1.7314793,1.7795049,-1.9233195,-4.480363,0
64,2.0597608,5.313426,1.6338377,-0.54960537,-1.5834237,3.4460688,-1.4043132,-4.2810507,6.0864997,7.117632,-0.7124315,-0.5525528,-2.1084976,1.1896076,-3.6685648,-5.191657,0
65,1.4069844,6.70159,1.7208958,-2.0495675,-1.0258818,3.3913696,-1.6796553,-3.9217434,4.9711204,4.3897967,0.61644393,-0.90596056,-2.0758533,2.7376368,-3.5683553,-5.167262,0
66,1.7806655,6.098867,1.7444242,-1.9054377,-1.4392747,3.795722,-1.3185887,-4.171482,7.9511886,10.221783,-2.6852238,0.1920762,-1.9664644,0.25816435,-5.324961,-5.695351,0
67,1.6502289,6.405943,2.3516455,-1.7698468,-1.304619,3.5154018,-0.79468846,-4.396183,5.299357,5.567648,-0.79973644,-0.9206538,-0.8324085,0.81718403,-3.138701,-4.8211484,0
68,1.9422809,6.647358,2.2450247,-1.3439628,-0.96180946,4.085967,-1.1160748,-4.6394453,6.3000517,6.820935,-0.63156193,-0.7436304,-1.2137092,0.88008934,-4.0276203,-5.162755,0
69,1.8919231,6.297931,2.9538715,-1.7189386,-0.63392913,3.5489607,-0.35180205,-3.9897254,5.1351542,4.2998476,-0.034058377,-0.96774054,-2.0796354,1.9024374,-2.0093403,-4.4826803,0
70,2.9679015,6.5559363,1.3216395,-1.2248564,-1.3024673,3.5318513,-0.93914723,-3.6798942,5.141838,6.4949164,-0.64188325,0.1269384,-2.761046,1.5942026,-1.7430905,-4.9163146,0
71,1.7183075,5.930296,3.297884,-2.4349203,-0.5891125,3.159222,0.031325493,-3.367331,4.231492,4.285767,1.1159452,-1.4630095,-2.5459666,3.6788688,-2.7711189,-5.88377,0
72,3.0566142,6.187071,2.4135733,-1.9395323,-1.2607521,3.1672697,0.06952101,-3.219373,5.23273,6.920382,0.05269835,-1.3206649,-2.780836,3.59151,-4.5608993,-5.7125,0
73,1.2044941,5.5025735,2.593071,-1.9564028,-0.57163435,3.063821,-0.64583886,-3.0667446,5.2842607,6.2219296,0.12723997,-1.5141757,-2.1492045,3.1397047,-4.2531953,-5.7254996,0
74,1.1132772,4.6368923,1.4517714,-1.5854682,-0.68635213,2.5137236,-0.8024467,-2.7226722,6.531134,7.627365,-1.2701156,-0.481075,-2.4537265,2.2546766,-4.775067,-5.884399,0
75,0.65736645,5.6632752,2.343743,-2.1810715,-0.52641886,3.0620546,-0.65218383,-3.3894155,5.2652,6.381734,-0.0471036,-1.4279934,-1.9274664,3.6870785,-5.303068,-5.564094,0
76,1.741991,5.574569,1.4407611,-1.0705526,-1.4620298,3.736726,-1.049847,-4.178218,7.0108757,9.154567,-2.9365466,0.06468856,-0.6483383,0.33249417,-5.8937984,-4.2156863,0
77,2.1385968,6.9996114,1.7619585,-1.7290274,-1.3000915,3.620832,-1.0572081,-4.0130076,4.327987,4.6606574,0.58479285,-1.2190855,-0.6363747,1.3647248,-3.2415726,-4.765912,0
78,5.368752,18.321161,-2.2366536,-6.65247,-4.736314,7.043523,-5.345572,-6.1580315,6.4695106,14.269677,-2.8803198,-3.6121225,-4.0242257,1.800518,-3.324942,-3.144182,1
79,4.167779,19.80035,-1.8913558,-7.4816537,-4.468758,7.438383,-5.628239,-5.947245,5.7005157,11.256806,-2.4033012,-3.5546873,-3.1969757,2.1476097,-3.2386065,-2.9594734,1
80,6.6565313,23.034151,-2.7719707,-7.1308694,-6.1816597,8.36255,-5.6955023,-7.2313447,6.607334,12.023615,-3.4378,-2.0475132,-3.5184765,1.5833771,-3.6827805,-3.3905473,1
81,4.376801,20.816193,-2.1327894,-7.769384,-5.1718717,7.1710405,-4.4964046,-6.4920735,5.888505,11.994562,-2.4293485,-2.8747091,-2.6235769,1.4700514,-3.7948043,-3.319894,1
82,5.350387,22.942186,-2.7581253,-7.393593,-6.235247,7.206728,-4.880762,-7.3614626,7.00829,12.212545,-2.9856417,-3.0479941,-3.2026951,1.4576744,-3.389113,-3.594582,1
83,3.4568017,20.350761,-1.0085868,-7.5597477,-4.055074,6.4584603,-3.1815796,-5.7703233,7.211792,13.076539,-3.2949169,-2.3173702,-2.6967692,1.1318239,-4.7918625,-3.6655335,1
84,4.337373,21.68025,-1.5561506,-7.0809383,-4.4722366,6.041802,-3.3582761,-6.3676105,9.243278,20.350721,-5.1041775,-2.802572,-4.615164,1.3249742,-6.8497224,-3.47647,1
85,3.716399,19.489437,-0.45966774,-7.7528787,-3.4145076,6.9873176,-3.1847143,-5.348501,6.4558053,15.655006,-3.121818,-2.2929106,-3.0134964,1.0075539,-4.720609,-3.312232,1
86,4.0201797,18.062422,-0.35902154,-7.2607327,-3.4235902,5.16557,-2.5275605,-5.345559,6.6049294,20.456787,-4.035238,-2.389119,-3.7721837,0.89149517,-5.2757587,-3.0560803,1
87,4.3503914,17.645565,-0.53339076,-7.0092196,-3.589957,5.8485317,-2.0530257,-4.846232,6.466905,18.46182,-3.6712365,-3.1843827,-3.7429144,1.9650635,-5.522957,-3.0419989,1
88,3.756709,16.328213,0.055240475,-6.6476336,-2.4802558,5.053355,-2.1383934,-4.4981565,6.2380595,18.840227,-3.7510924,-4.590808,-4.4669337,2.2009225,-5.7529607,-2.7125394,1
89,4.297407,16.74325,-0.38728687,-6.585415,-3.4089322,5.0251927,-2.5098524,-4.5525784,6.1056976,13.48033,-2.9749908,-3.6463974,-3.5426435,2.3425016,-4.592662,-3.1238527,1
90,3.530662,16.452295,0.039444476,-6.6475577,-2.6629584,3.2191844,-1.80507,-4.6317616,5.968253,16.785492,-3.783789,-4.2535524,-4.0330825,2.0762148,-4.702981,-2.1606374,1
91,4.4900236,14.004851,0.08251663,-5.2722864,-2.031633,3.8310099,-1.7787204,-3.803829,4.9409175,12.121653,-2.7659423,-3.3459318,-2.6803179,2.0553713,-3.6553128,-2.2314253,1
92,3.3497717,12.628581,0.5810004,-5.431499,-1.6259096,2.9150722,-0.8707417,-3.3523514,5.5107656,15.429321,-3.691293,-3.8642285,-3.2646866,2.056721,-5.065693,-2.6104693,1
93,2.7609556,12.528953,1.145424,-4.7719965,-0.6966283,3.2096555,-0.53994995,-3.22434,5.764468,13.38196,-3.1192656,-3.0630882,-3.1206284,1.8890426,-4.150345,-2.6290386,1
94,3.2729356,13.834169,-0.794751,-6.7511287,-2.9699821,4.7067156,-3.0747874,-2.9931865,6.5908613,18.72898,-4.00678,-4.2963157,-4.57505,2.0311353,-4.8800893,-2.7398906,1
95,4.1593795,14.514782,-1.5369443,-7.6515026,-4.075257,6.7443123,-4.317303,-3.5159717,7.206796,22.994219,-3.90372,-3.1754034,-4.7055993,0.70965844,-5.3622503,-3.6450934,1
96,3.444581,16.560999,-0.6372734,-6.894276,-2.2772613,5.847714,-3.2296395,-3.6190948,5.43035,23.372862,-3.0399554,-4.9392443,-4.3318834,2.0999346,-6.094164,-3.0020351,1
97,2.6034913,17.202208,-0.90959555,-7.3472815,-2.9183836,5.8748937,-2.9711807,-3.583689,5.2952905,20.44223,-2.4684181,-3.7845604,-3.2284827,1.9095724,-4.980522,-3.6520057,1
98,2.2245023,16.60843,-1.0080404,-6.4037137,-3.0992703,5.5458517,-2.7214384,-3.8106203,4.885341,16.980757,-1.7296469,-3.3948598,-2.6559746,1.4304534,-4.117581,-3.9045599,1
99,2.8501964,14.469099,0.48421922,-6.129366,-1.814403,5.9812126,-1.4113101,-3.2850277,6.103479,19.581244,-2.5761075,-3.9593184,-2.7095344,1.4796374,-5.728678,-3.8516452,1
100,2.209558,16.5718,-0.4264347,-6.440331,-2.0449324,5.412968,-2.4180439,-2.961076,5.411767,21.076992,-2.4628212,-4.3504457,-3.361974,1.0076153,-4.693981,-3.0667315,1
101,2.4803314,16.706892,0.18367976,-5.9740515,-1.7592038,6.16577,-2.2274456,-3.5371358,6.0156717,23.530005,-3.8391895,-3.319057,-3.5522792,1.3209084,-6.3365364,-3.425306,1
102,2.0356805,14.429465,0.20318028,-4.8556423,-1.4418886,6.5602064,-1.2307214,-3.0811896,5.332178,19.699213,-2.8509455,-3.2305794,-2.8180137,1.3051113,-5.333366,-3.6020427,1
103,2.8233824,13.196629,0.772542,-4.392715,-1.3012418,6.7078586,-1.3214848,-2.9835749,5.5412292,21.886145,-4.049344,-1.9764303,-4.119024,1.1924974,-4.8786583,-4.0760922,1
104,2.2185555,15.639122,-0.6948706,-5.0801525,-2.57019,5.452556,-2.1859016,-3.9996033,5.339974,14.965714,-2.8748264,-3.1781695,-3.272088,1.5075632,-3.6171224,-3.5903957,1
105,2.907333,16.055374,-1.5009372,-4.9005084,-3.1421626,5.143645,-2.6583793,-4.1680794,6.1452,15.2100935,-3.0100656,-3.8186374,-4.3371572,2.7543466,-3.5988824,-3.594571,1
106,1.4895085,14.559473,0.17596152,-5.284484,-2.4614818,4.10282,-2.3417094,-3.9482217,6.2087398,12.044086,-2.1224413,-2.9659693,-3.2420318,1.776968,-3.7875445,-3.6495934,1
107,2.9957402,15.507127,-0.31405944,-5.4341407,-2.9258668,4.687845,-1.9815222,-3.9417827,5.6804256,11.788302,-1.8271096,-3.53789,-3.4871464,1.8371328,-3.0098593,-3.4245949,1
108,2.0881476,15.581563,-0.1926314,-7.15186,-3.096369,5.975664,-4.081599,-5.3492165,5.8937335,12.112867,-1.5039682,-3.0283992,-2.784572,1.1520108,-3.683264,-3.7732258,1
109,-1.4053025,7.1730733,0.56100446,-1.5279117,0.53666306,2.5915427,-0.07111222,-1.7271684,5.29549,13.68783,-5.2696085,-1.3378412,-3.4868333,3.3776476,-5.6662455,-3.1444898,1
110,-1.1555943,8.128175,0.23226169,-1.6859307,0.68265,3.5668566,-0.5423585,-1.1817639,3.6661038,13.315229,-3.083483,-1.9945736,-1.7999253,2.9386723,-6.3078694,-3.424484,1
111,-1.1889529,7.355009,0.3474733,-1.904519,0.562734,2.9576528,-0.55144995,-1.366592,4.6143484,10.004505,-3.0541284,0.23714766,-2.4613843,2.3215423,-5.010816,-4.2742224,1
112,-1.2558308,7.2188206,0.04559152,-1.2933226,0.505325,3.3277624,-1.3339734,-1.5893443,4.1467013,15.406535,-3.8551106,-0.20201665,-2.7228985,1.1508487,-5.6670666,-4.1343827,1
113,-1.7199131,7.2765613,0.4087449,-2.091897,0.5318077,3.5227969,-1.115887,-1.52176,4.7173576,11.485716,-3.3751485,0.97655976,-3.2181692,2.729651,-4.8874145,-4.2243648,1
114,-0.97571546,9.893672,0.00023527443,-2.1554885,0.2746041,3.6747074,-1.5600606,-1.7521626,5.0206413,12.319309,-4.387371,5.836728,-2.5406516,-0.6698682,-5.4161677,-4.3099117,1
115,-1.4611347,8.855498,0.38329098,-2.447048,0.52324826,3.38004,-1.5579166,-2.2254999,5.621997,12.160884,-4.524676,1.2792253,-2.8109381,0.79933006,-5.2173605,-4.320107,1
116,-1.2651283,7.9320064,0.6898625,-2.3854423,0.96863437,3.1097116,-1.2014589,-1.874521,5.1174893,15.86654,-3.5140784,0.54125154,-2.5368087,0.68528974,-5.6111426,-4.37453,1
117,-2.0351398,6.8949685,1.1078988,-1.6784334,1.2402334,2.8568401,-0.94381785,-1.8109031,5.007636,13.516375,-3.749127,-0.15603034,-2.2015114,0.43064764,-5.4107656,-4.2503705,1
118,-1.2039603,7.389882,1.1812215,-2.3701444,1.2959967,3.0513337,-0.51086885,-1.0342665,4.3718843,11.023627,-1.8655243,1.7177196,-2.074472,0.33395645,-4.627169,-5.362944,1
119,-1.5809449,5.4320126,1.432065,-1.8657459,1.2001743,2.8505256,-0.14392315,-1.2655188,4.6261816,13.029307,-2.5093038,0.7963271,-1.973352,0.65044826,-4.587677,-5.0019298,1
120,-0.4758962,6.6740174,0.9467893,-1.6658953,0.77278835,2.905774,-0.4008922,-1.5294044,4.160401,12.469211,-2.5279415,3.099009,-2.650167,0.24032477,-4.6900897,-5.236189,1
121,-0.27218664,7.9223547,0.4566657,-2.3035934,0.49474883,3.2586699,-1.3628501,-1.6539422,5.6119847,19.773886,-4.1491227,1.5342926,-4.0452375,1.5477022,-5.1484194,-5.173244,1
122,0.17563067,6.812959,0.76837313,-1.0695262,0.29730946,3.5287642,-0.8988112,-1.6636399,4.951643,12.713926,-2.808833,1.5382907,-2.8928475,1.0915256,-3.9314194,-4.9791026,1
123,0.9096083,7.28422,-0.05542528,-0.57759273,-0.1937843,3.8442683,-1.6814765,-2.2994385,6.5375867,21.958027,-4.4312305,0.5410762,-4.8150907,1.1531254,-5.8747573,-4.7346416,1
124,1.6289592,7.6630383,0.12461593,-0.9941653,-0.78063464,4.3601084,-1.3287731,-3.0736918,5.865465,16.090836,-2.5447097,1.9332662,-2.8462906,-0.13317749,-4.6801515,-5.305425,1
125,2.7855904,8.4408865,-0.9337049,-0.39615002,-1.2760768,3.9819388,-2.025095,-3.5055268,6.041392,14.978912,-3.3839753,1.055225,-4.2398252,2.3332047,-5.8048415,-5.798275,1
126,1.5567968,6.996521,0.10397839,-0.109976105,-0.90350735,3.5360854,-0.53364664,-3.0182877,6.246225,14.992231,-2.8485687,0.4625506,-3.7390518,1.4742458,-4.7827287,-5.2853193,1
127,-0.32220364,8.480025,-1.3539009,0.7592716,-1.4553418,5.4317765,-3.1110337,-3.3167343,5.415888,15.823944,-3.687514,0.95269275,-4.8200903,2.6485243,-4.7998977,-4.8518434,1
128,-0.48779386,8.199719,-1.4040189,0.18805537,-1.0750664,4.463548,-2.2773082,-2.7892659,5.4289436,15.400515,-2.644975,-0.5561844,-3.9578764,2.4692047,-4.438311,-4.8414617,1
129,0.90643793,6.8382597,-0.6072858,-0.5342778,-0.7260611,3.9457057,-1.7584848,-2.7354958,6.15269,19.39388,-4.0928807,0.028555363,-4.628408,1.5382464,-5.706406,-4.9173455,1
130,-0.38501525,6.218176,-0.51802343,-1.1612351,-0.15810302,3.7152026,-1.4047974,-1.5910829,4.828542,15.462257,-2.4878254,-1.2500747,-3.155061,1.9057987,-3.671261,-4.056969,1
131,-0.39858997,7.5250635,-0.43748552,0.07479388,-0.56467235,3.5347085,-1.1648282,-2.7581599,4.412595,12.837476,-3.253301,1.3061727,-3.2477312,0.3140357,-1.2158545,-4.1037097,1
132,-0.28785428,8.312106,-0.7444722,-1.5766424,-0.69947886,3.4221106,-1.1921642,-2.440494,6.0508385,18.263687,-3.3687067,-0.16763045,-3.8614223,0.6600673,-4.2036285,-3.6561584,1
